UID,ALL_AgeOfOldestAccount,ALL_AgeOfYoungestAccount,ALL_Count,ALL_CountActive,ALL_CountClosedLast12Months,ALL_CountDefaultAccounts,ALL_CountOpenedLast12Months,ALL_CountSettled,ALL_MeanAccountAge,ALL_SumCurrentOutstandingBal,ALL_SumCurrentOutstandingBalExcMtg,ALL_TimeSinceMostRecentDefault,ALL_WorstPaymentStatusActiveAccounts
1975700,144,5,29,8,4,0,2,21,54.83,30815,30815,-1,0
1976424,273,5,7,6,0,0,1,1,84.43,22677,13058,-1,0
1978363,174,5,16,11,3,0,1,5,81.62,102319,20582,-1,0
1978833,60,4,25,18,1,0,6,7,24.72,15511,15511,-1,0
1979832,217,6,18,9,0,0,1,9,59.28,81044,1737,-1,0
1981227,301,37,14,10,0,0,0,4,97.21,155480,23238,-1,0
1983664,169,6,8,7,0,0,2,1,50.38,10199,10199,-1,0
1983785,216,1,19,9,1,0,4,10,69.47,16517,16517,-1,0
1983833,374,12,20,5,2,0,0,15,91.2,33114,33114,-1,0
1983939,245,2,28,10,2,0,4,18,51.93,128021,49458,-1,0
1984313,146,1,43,18,2,0,3,25,55.6,21850,21850,-1,0
1985550,132,7,18,8,6,0,4,10,50.56,30269,30269,-1,0
1987502,88,46,2,1,0,0,0,1,67.0,0,0,-1,0
1988563,130,7,10,7,2,2,7,3,29.7,4137,4137,-1,7
1989509,108,5,21,14,1,0,3,7,40.71,5563,5563,-1,0
1992693,150,11,10,3,0,0,1,7,35.5,1244,1244,-1,6
1994151,153,15,8,6,0,2,0,2,87.12,9818,9818,-1,7
1994590,147,27,13,8,3,6,0,5,76.92,193320,715,-1,7
1995223,167,1,51,28,3,9,4,23,41.53,216139,31118,-1,7
1999079,147,8,10,8,1,6,1,2,89.8,323498,6910,-1,7
1999092,64,6,2,2,0,0,1,0,35.0,0,0,-1,0
1999198,234,7,18,14,0,11,1,4,66.35,8037,8037,-1,7
2001421,37,17,3,3,0,0,0,0,24.33,9055,9055,-1,0
2001722,101,4,2,2,0,0,1,0,52.5,1026,1026,-1,0
2003886,157,2,40,4,9,0,8,36,53.65,19931,19931,-1,0
2004655,152,2,233,18,60,1,62,215,21.23,23583,16675,-1,7
2005869,51,1,6,6,0,1,1,0,33.17,1481,1481,-1,7
2006026,124,3,7,6,0,3,1,1,59.0,1798,1798,-1,7
2006198,253,3,13,6,1,0,2,7,84.46,6521,6521,-1,0
2006411,104,1,7,4,1,1,2,3,57.43,734,734,-1,7
2006584,110,2,7,5,0,0,1,2,49.57,2641,2641,-1,0
2006635,149,6,28,17,0,1,8,11,50.36,23184,23184,-1,0
2009416,128,18,3,3,0,0,0,0,63.67,0,0,-1,0
2009644,153,1,30,22,3,0,6,8,46.83,59303,44668,-1,0
2009759,208,2,10,10,0,0,1,0,72.1,69549,29262,-1,2
2010252,124,20,6,6,0,1,0,0,73.5,554,554,-1,7
2010729,163,23,9,7,1,3,0,2,80.0,6997,6997,-1,7
2012215,128,9,6,6,0,0,1,0,47.5,1270,1270,-1,0
2012241,211,3,9,3,5,0,1,6,45.78,439,439,-1,0
2012767,161,19,11,6,0,0,0,5,58.27,7050,7050,-1,0
2012908,226,6,22,15,2,0,2,7,31.82,17168,17168,-1,0
2013824,401,65,5,4,0,0,0,1,157.2,12565,12565,-1,0
2014053,308,19,10,6,0,0,0,4,107.1,24611,24611,-1,0
2015064,245,7,33,16,2,0,1,17,84.24,1772637,63414,-1,0
2015491,20,20,1,1,0,0,0,0,20.0,0,0,-1,0
2015999,178,6,21,15,0,0,2,6,68.81,61922,17511,-1,0
2016542,217,1,18,11,1,5,3,7,55.44,17100,17100,-1,7
2017878,174,7,17,13,0,7,1,4,65.94,1912,1912,-1,7
2022262,209,3,9,4,1,0,2,5,68.11,36234,36234,-1,0
2023102,99,2,28,8,7,1,7,20,37.46,11267,11267,-1,0
2023477,242,8,5,3,0,0,2,2,82.6,477,477,-1,0
2023690,143,7,9,5,0,1,1,4,76.56,5915,5915,-1,7
2024903,104,2,13,8,2,1,1,5,39.08,4783,4783,-1,7
2026138,163,22,5,3,0,2,0,2,117.0,4625,4625,-1,7
2027596,278,21,11,7,1,0,0,4,131.45,172901,955,-1,0
2031261,33,4,7,7,0,0,3,0,16.86,10885,10885,-1,0
2031546,185,14,18,11,4,0,0,7,60.89,14715,14715,-1,0
2036934,165,5,12,7,1,0,1,5,70.58,53466,10039,-1,0
2037842,45,8,5,4,0,0,1,1,24.4,7764,7764,-1,0
2039939,58,3,4,3,1,0,1,1,31.75,1443,1443,-1,0
2040660,148,5,12,2,1,0,1,10,61.08,20086,20086,-1,0
2040797,180,5,27,16,3,10,3,11,81.0,43316,43316,-1,7
2041720,246,5,18,10,1,3,3,8,55.39,21726,21726,-1,7
2042100,237,3,27,11,3,1,4,16,55.19,14587,14587,-1,0
2042355,51,1,13,8,5,0,8,5,14.54,3381,3381,-1,0
2043101,107,6,15,11,1,0,6,4,23.33,56509,56509,-1,0
2044047,77,2,6,5,1,0,1,1,28.0,4288,4288,-1,0
2044418,83,2,17,8,3,0,4,9,35.0,6645,6645,-1,0
2046899,301,5,6,6,0,1,3,0,76.5,7044,7044,-1,7
2046916,196,11,13,9,0,1,1,4,69.23,10490,10490,-1,0
2047700,281,1,15,10,0,5,5,5,90.13,1588,1588,-1,7
2047915,228,2,10,10,0,0,2,0,110.0,119340,16607,-1,0
2048059,135,13,5,4,0,2,0,1,68.6,12639,12639,-1,7
2048638,134,7,25,12,5,1,3,13,49.0,311774,90441,-1,0
2048755,293,5,12,9,0,0,3,3,91.33,95793,32078,-1,0
2049442,111,1,19,7,4,5,3,12,46.53,17773,17773,-1,7
2051295,118,4,4,3,1,0,1,1,53.25,43307,43307,-1,0
2051401,102,11,5,2,3,0,1,3,34.8,181,181,-1,0
2051989,42,0,4,4,0,0,2,0,17.75,0,0,-1,0
2053081,31,4,11,10,1,0,7,1,11.55,6037,6037,-1,0
2053543,200,17,13,11,0,0,0,2,77.23,62362,5383,-1,0
2054201,174,2,16,11,1,0,5,5,50.62,12518,12518,-1,0
2054678,53,1,6,6,0,2,3,0,23.83,29422,29422,-1,7
2056081,251,2,11,6,1,0,2,5,81.27,3000,3000,-1,0
2056219,151,4,8,4,1,2,2,4,68.0,1574,1574,-1,0
2056270,30,2,6,6,0,0,3,0,11.67,625,625,-1,0
2056543,143,5,8,6,0,0,2,2,51.25,9948,9948,-1,0
2057360,214,4,10,6,0,0,1,4,104.0,5890,5890,-1,0
2057804,200,15,4,4,0,0,0,0,95.5,26,26,-1,0
2058222,228,7,3,2,1,0,1,1,100.33,0,0,-1,0
2059387,382,18,16,7,0,0,0,9,93.06,53335,1879,-1,0
2059626,195,4,17,12,2,0,6,5,37.06,8312,8312,-1,0
2060466,73,25,6,4,0,3,0,2,58.83,1577,1577,-1,7
2061919,223,1,30,18,0,0,6,12,58.43,88634,45432,-1,0
2062589,133,4,9,5,0,0,1,4,82.22,11194,11194,-1,0
2064506,309,3,38,12,3,0,6,26,68.89,369240,28771,-1,0
2065313,172,9,24,13,3,0,2,11,71.58,126952,3167,-1,0
2066801,134,1,108,16,35,0,33,92,19.05,10779,10779,-1,0
2067281,221,9,23,15,0,6,1,8,59.83,6510,6510,-1,7
2067385,46,2,7,6,0,1,2,1,18.86,1185,1185,-1,7
2067413,196,3,13,10,2,0,1,3,63.54,106512,6494,-1,0
2067809,133,5,20,17,0,0,2,3,72.65,164745,28000,-1,1
2068301,114,4,33,20,6,1,15,13,29.15,66101,7293,-1,7
2068531,85,2,32,16,13,4,21,16,20.44,11179,11179,-1,7
2069553,157,1,19,13,2,4,5,6,45.05,20550,20550,-1,7
2069684,217,13,11,6,0,0,0,5,66.27,278915,13089,-1,0
2073222,146,2,35,20,4,11,7,15,49.91,15638,15638,-1,7
2073454,96,6,12,8,0,0,1,4,53.92,103758,12248,-1,0
2075534,202,3,36,9,3,1,4,27,60.56,156480,13829,-1,0
2076031,199,14,24,9,3,3,0,15,52.08,3771,3771,-1,7
2076182,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1
2078801,312,5,11,7,3,0,2,4,75.18,10547,10547,-1,0
2079322,77,15,11,5,1,0,0,6,40.91,9980,9980,-1,0
2080263,135,1,15,8,1,2,3,7,52.27,1482,1482,-1,7
2080794,164,2,15,5,4,0,2,10,49.27,10386,10386,-1,0
2080926,101,19,13,7,0,0,0,6,49.31,9891,9891,-1,0
2082485,160,51,6,5,0,0,0,1,90.67,10422,10422,-1,0
2083781,266,14,16,9,0,0,0,7,69.56,122843,37301,-1,0
2084066,167,1,43,15,1,3,4,28,46.98,13290,13290,-1,7
2084962,110,0,22,14,2,0,8,8,38.73,257972,62492,-1,0
2085071,245,6,10,9,0,0,1,1,60.2,6221,6221,-1,0
2085864,86,8,20,10,1,0,1,10,39.45,4717,4717,-1,0
2088217,146,1,15,12,0,0,5,3,52.67,185307,25796,-1,0
2089538,295,1,15,12,2,0,3,3,65.33,11664,11664,-1,0
2091016,172,2,50,6,17,0,16,44,37.78,230503,13353,-1,0
2091820,78,4,57,13,5,1,4,44,42.26,19585,19585,-1,0
2091956,88,1,6,5,0,4,1,1,59.0,1925,1925,-1,7
2092298,260,12,17,7,1,0,0,10,75.12,26830,26830,-1,1
2092713,147,10,15,8,3,4,5,7,45.33,2308,2308,-1,7
2092806,192,3,7,5,0,0,1,2,101.29,1867,1867,-1,0
2094752,276,1,53,11,2,11,3,42,49.68,19590,19590,-1,7
2094840,55,11,4,4,0,3,1,0,32.75,2323,2323,-1,7
2096716,116,5,7,5,0,0,3,2,48.43,1190,1190,-1,0
2097310,134,1,13,12,0,7,4,1,40.42,4488,4488,-1,7
2097867,103,3,17,5,2,0,2,12,37.53,2060,2060,-1,0
2098322,149,5,45,23,0,0,2,22,49.0,127881,26776,-1,0
2098980,158,9,28,14,0,13,1,14,51.89,3511,3511,-1,7
2099248,156,1,15,12,2,1,9,3,32.93,181200,18278,-1,0
2100063,137,6,24,17,1,0,5,7,52.38,205103,63182,-1,0
2100384,67,13,7,4,1,1,0,3,31.14,190,190,-1,7
2100672,78,6,5,5,0,0,1,0,39.0,2476,2476,-1,1
2102300,105,6,18,16,0,0,3,2,49.94,24394,24394,-1,0
2102624,115,6,14,10,1,1,1,4,51.86,15355,15355,-1,0
2105436,166,26,21,8,4,6,0,13,92.76,89056,14743,-1,7
2105873,151,1,10,9,0,0,1,1,79.4,2844,2844,-1,0
2107409,199,11,8,7,0,0,1,1,71.0,23357,23357,-1,0
2108643,277,1,18,14,2,0,2,4,86.0,415814,23,-1,0
2109361,177,3,14,6,4,0,3,8,73.5,190092,309,-1,0
2109524,151,2,14,6,5,4,4,8,49.0,8190,8190,-1,7
2109995,124,1,32,14,16,1,23,18,19.19,21850,21850,-1,7
2111353,106,6,14,10,0,7,1,4,38.79,5732,5732,-1,7
2112814,160,3,13,7,1,0,1,6,65.31,103383,1428,-1,0
2113194,26,3,6,6,0,0,4,0,11.0,0,0,-1,0
2114320,130,3,15,9,2,0,3,6,37.53,98853,1310,-1,0
2115681,87,6,9,6,1,0,3,3,38.89,84269,9341,-1,0
2117150,111,10,18,15,2,2,1,3,37.94,11340,11340,-1,7
2117833,178,4,29,20,2,2,2,9,64.31,104372,24260,-1,7
2119046,197,9,16,9,3,0,1,7,77.0,135698,4829,-1,0
2119253,122,1,34,13,7,7,13,21,25.44,7091,7091,-1,7
2119646,2,2,1,1,0,0,1,0,2.0,0,0,-1,0
2119647,164,3,31,9,1,1,4,22,45.81,2381,2381,-1,7
2120262,38,2,16,13,2,1,10,3,11.69,4206,4206,-1,7
2120494,193,3,8,8,0,0,2,0,67.38,104250,11170,-1,0
2123771,138,4,21,6,7,4,6,15,32.24,3167,3167,-1,7
2129874,136,8,26,8,5,4,4,18,50.5,1788,1788,-1,0
2130863,166,2,38,25,2,0,14,13,41.63,20017,20017,-1,3
2132687,74,4,10,9,0,0,3,1,28.7,170868,35032,-1,0
2133683,54,21,8,3,2,0,0,5,35.88,945,945,-1,0
2136032,215,3,13,7,1,0,2,6,60.54,22108,22108,-1,0
2138815,167,5,15,10,1,3,2,5,39.67,2737,2737,-1,7
2139037,217,18,22,12,0,1,0,10,90.09,12813,12813,-1,0
2139444,167,21,8,7,0,0,0,1,84.38,90689,5728,-1,0
2140632,192,4,12,5,1,0,1,7,84.5,1803,1803,-1,0
2141923,248,7,10,7,1,0,2,3,76.0,11306,11306,-1,0
2142672,85,2,22,12,1,0,5,10,37.5,16440,16440,-1,0
2143029,124,1,9,7,0,4,2,2,60.56,14026,14026,-1,7
2144652,238,3,17,11,3,0,4,6,74.65,40941,40941,-1,0
2145406,233,4,22,19,0,0,2,3,66.45,998042,76829,-1,0
2145831,179,28,10,6,0,2,0,4,122.6,16399,16399,-1,7
2145976,181,5,13,8,2,0,4,5,39.62,12371,12371,-1,0
2147369,119,3,25,19,0,0,3,6,43.76,21499,21499,-1,0
2148225,232,9,7,7,0,0,2,0,80.29,16909,735,-1,0
2148237,152,3,28,11,2,0,2,17,69.04,119574,17507,-1,1
2148271,55,2,138,18,56,0,59,120,15.49,11737,11737,-1,1
2148274,37,25,3,3,0,0,0,0,30.67,600,600,-1,0
2148285,153,1,32,18,1,0,6,14,56.12,61710,7990,-1,0
2148886,162,7,15,8,2,2,1,7,51.2,19851,19851,-1,0
2150408,120,2,24,18,0,0,9,6,36.25,346202,14037,-1,0
2151667,77,3,28,11,15,2,19,17,19.93,6666,6666,-1,7
2151995,151,2,12,3,1,0,2,9,74.83,18726,18726,-1,0
2153281,251,25,8,6,0,0,0,2,118.62,4349,4349,-1,0
2153305,180,94,5,2,0,0,0,3,117.6,0,0,-1,0
2154406,110,5,11,5,2,2,1,6,43.27,5070,5070,-1,7
2154701,212,4,11,9,0,3,4,2,62.64,2286,2286,-1,7
2154993,5,2,3,3,0,0,3,0,4.0,0,0,-1,0
2155044,17,4,7,6,1,0,4,1,10.14,10979,10979,-1,0
2155321,48,1,14,10,0,3,3,4,29.29,21421,21421,-1,7
2155546,172,5,22,11,2,0,3,11,55.55,232445,4351,-1,0
2155925,162,1,29,15,2,0,5,14,39.14,7550,7550,-1,3
2157061,394,25,9,4,0,0,0,5,93.11,18993,18993,-1,0
2157638,65,8,4,4,0,0,3,0,23.75,1340,1340,-1,0
2159426,21,1,5,5,0,0,3,0,10.8,14432,14432,-1,0
2159522,143,3,17,5,1,0,1,12,69.0,8430,8430,-1,0
2160427,174,9,37,17,3,0,2,20,63.92,371785,68170,-1,0
2160485,54,9,3,3,0,0,2,0,24.67,9472,9472,-1,0
2160607,282,4,15,10,2,0,1,5,77.07,98208,5847,-1,0
2162443,149,5,25,8,1,0,2,17,41.24,19007,19007,-1,0
2165274,130,4,27,12,2,6,2,15,46.59,4951,4951,-1,7
2167375,174,0,28,19,3,2,10,9,32.18,7248,7248,-1,7
2168001,54,1,7,7,0,0,2,0,26.57,19464,19464,-1,0
2168920,109,5,12,10,0,4,3,2,44.82,4222,4222,-1,7
2169565,144,2,18,13,0,6,2,5,41.94,3090,3090,-1,7
2169686,11,2,5,5,0,0,5,0,5.8,1690,1690,-1,0
2169717,66,2,3,3,0,0,1,0,26.67,1848,1848,-1,0
2169840,76,2,12,11,0,4,3,1,48.83,5151,5151,-1,7
2169909,335,13,12,8,1,3,0,4,159.08,96453,17798,-1,7
2170341,48,8,15,9,1,0,3,6,25.27,5891,5891,-1,0
2170507,3,0,6,6,0,0,6,0,1.83,0,0,-1,0
2171920,223,12,33,13,1,9,1,20,55.18,12610,12610,-1,7
2172098,211,1,10,7,1,2,1,3,54.3,1773,1773,-1,7
2172797,172,2,84,9,6,0,7,75,40.61,38387,38387,-1,0
2173172,95,4,18,11,3,7,2,7,47.06,19157,19157,-1,7
2173785,53,15,8,5,2,0,0,3,35.0,426,426,-1,0
2176122,260,10,18,13,0,0,1,5,96.11,147599,25571,-1,0
2176981,50,13,8,3,1,3,0,5,43.75,215,215,-1,7
2177274,58,1,8,8,0,0,5,0,17.62,6024,6024,-1,0
2177664,139,0,19,15,2,0,4,4,36.21,316762,57548,-1,0
2178126,187,51,8,6,0,3,0,2,110.43,5001,5001,-1,7
2179885,40,7,3,3,0,0,1,0,21.33,580,580,-1,0
2180486,257,2,25,17,5,0,6,8,86.28,187967,47826,-1,0
2182634,122,3,10,6,1,0,2,4,37.3,5970,5970,-1,0
2183100,92,46,4,4,0,1,0,0,68.5,226,226,-1,7
2183212,102,4,17,12,4,3,5,5,37.94,10143,10143,-1,7
2183679,218,6,33,12,14,12,4,21,59.88,15770,15547,-1,7
2186434,233,36,5,4,0,0,0,1,99.6,1276,1276,-1,0
2187035,129,6,9,8,0,0,1,1,51.44,8172,8172,-1,0
2187305,250,6,11,8,1,4,1,3,77.55,5225,5225,-1,7
2189148,305,2,26,26,0,0,2,0,59.15,184178,46632,-1,0
2189178,155,24,13,13,0,8,0,0,48.0,25011,25011,-1,7
2190373,87,65,3,2,0,1,0,1,72.33,993,993,-1,7
2191033,19,6,4,3,1,0,1,1,14.25,2668,2668,-1,1
2192003,64,2,3,1,1,2,1,2,41.0,218,218,-1,0
2192079,81,5,22,14,2,0,7,8,27.91,23303,23303,-1,0
2193415,130,5,28,13,2,0,2,15,67.61,294956,5788,-1,0
2193431,146,1,27,18,3,0,5,9,46.37,21633,21633,-1,6
2194152,183,16,7,5,0,5,0,2,83.43,3366,3366,-1,7
2196825,56,2,11,10,1,0,5,1,19.36,4534,4534,-1,0
2200200,78,10,10,5,1,0,1,5,37.7,113858,859,-1,0
2200948,91,7,26,21,1,1,3,5,27.31,36795,36795,-1,7
2202842,209,1,14,7,1,0,3,7,66.14,2460,2460,-1,0
2203610,169,1,8,8,0,0,2,0,76.0,5351,5351,-1,0
2203750,191,4,14,11,1,4,2,3,45.36,5980,5980,-1,7
2203764,107,1,8,6,1,1,4,2,38.62,0,0,-1,0
2203975,73,0,21,16,0,9,2,5,42.67,15020,15020,-1,7
2204447,152,21,15,7,0,0,0,8,67.47,26284,26284,-1,0
2206085,171,12,9,5,0,1,0,4,80.67,536,536,-1,1
2208319,187,15,14,8,1,0,0,6,88.0,17744,17744,-1,0
2208967,11,1,6,6,0,0,6,0,5.83,162,162,-1,0
2209057,22,9,4,4,0,0,1,0,16.0,12294,12294,-1,0
2209390,92,17,17,8,1,0,0,9,54.06,12327,12327,-1,6
2210367,57,8,11,11,0,0,3,0,27.91,6778,6778,-1,0
2211251,42,13,2,1,0,0,0,1,27.5,0,0,-1,0
2212141,310,5,21,17,0,1,2,4,80.38,13152,13152,-1,7
2212286,159,5,19,13,1,0,2,6,53.05,144742,49470,-1,0
2212452,269,2,13,11,1,0,1,2,119.85,139918,21376,-1,0
2212501,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1
2215088,210,5,15,8,2,2,2,7,76.93,29424,29424,-1,7
2215230,145,7,5,5,0,1,2,0,59.2,79393,4667,-1,7
2215947,182,5,8,6,1,0,3,2,53.12,3255,3255,-1,2
2216538,69,0,19,13,4,0,4,6,21.89,10575,10575,-1,0
2216952,179,1,12,8,0,0,4,4,64.33,86881,8542,-1,0
2219505,193,2,16,9,2,0,2,7,65.81,181809,7709,-1,0
2219684,22,3,8,6,2,0,6,2,10.88,0,0,-1,0
2221287,171,3,13,9,1,0,3,4,66.23,17357,17357,-1,0
2221296,89,11,8,6,0,4,1,2,47.5,822,822,-1,7
2221878,63,1,24,18,2,3,7,6,24.54,7822,7822,-1,7
2222610,164,2,41,9,8,0,6,32,37.17,9675,9675,-1,0
2225307,200,9,18,10,3,2,1,8,74.61,3274,3274,-1,7
2227021,198,30,7,5,0,0,0,2,102.29,40923,40923,-1,0
2227428,64,0,24,14,3,0,4,10,34.75,14830,14830,-1,0
2228580,198,2,35,22,3,0,4,13,54.83,165807,56006,-1,0
2228902,186,4,16,10,0,0,1,6,45.94,28508,28508,-1,0
2232304,42,1,8,6,2,1,4,2,15.71,1335,1335,-1,7
2232520,219,1,33,19,2,0,3,14,79.03,209897,13340,-1,0
2234646,41,1,13,11,0,0,5,2,21.69,6154,6154,-1,0
2237067,78,2,9,9,0,2,3,0,29.67,16598,16598,-1,7
2239561,139,1,2,2,0,0,1,0,70.0,0,0,-1,0
2239584,30,2,9,8,1,0,3,1,14.89,14153,14153,-1,0
2239880,184,10,8,5,0,3,1,3,55.75,8404,8404,-1,7
2241968,103,1,14,9,0,4,4,5,41.5,5650,5650,-1,7
2243810,142,2,16,12,1,2,2,4,68.31,25688,25688,-1,0
2243953,263,14,9,2,0,1,0,7,93.56,38524,144,-1,0
2244137,127,2,23,11,1,7,8,12,31.35,13550,13550,-1,2
2244697,105,9,8,4,1,0,1,4,39.25,1646,1646,-1,0
2246158,35,3,8,7,0,0,4,1,17.5,1769,1769,-1,0
2249949,53,7,14,13,1,0,3,1,25.0,15963,15963,-1,0
2250043,306,34,8,3,1,0,0,5,103.0,0,0,-1,0
2250171,214,13,5,5,0,1,0,0,100.4,3522,3522,-1,7
2250446,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1
2250965,208,5,16,11,0,0,2,5,90.88,4605,4605,-1,0
2251018,148,4,11,10,0,0,2,1,41.0,16306,16306,-1,0
2251992,49,2,7,6,0,1,2,1,24.14,2376,2376,-1,7
2252879,293,14,8,6,1,0,0,2,120.25,1238,1238,-1,0
2253686,156,1,5,3,1,0,1,2,78.0,0,0,-1,0
2255205,26,26,2,2,0,1,0,0,26.0,96,96,-1,7
2256712,254,7,17,7,0,1,1,10,84.88,22162,22162,-1,7
2258175,236,3,22,10,2,2,3,12,76.5,70437,8832,-1,0
2259868,154,11,40,16,2,0,1,24,54.92,53189,53189,-1,0
2260054,42,0,11,9,2,2,6,2,13.55,16676,16676,-1,7
2263940,214,7,20,18,1,0,4,2,52.3,57639,11666,-1,0
2264904,157,8,15,7,2,6,2,8,44.6,163927,39972,-1,7
2265130,126,2,10,7,2,0,5,3,26.9,12991,12991,-1,0
2265774,188,1,44,26,3,10,6,18,49.6,29971,29971,-1,7
2266410,999,10,11,9,0,4,1,2,199.36,29271,29271,-1,7
2266703,76,1,12,2,1,1,1,10,46.42,710,710,-1,7
2267506,67,9,9,6,1,1,2,3,25.0,20024,20024,-1,7
2267761,118,9,11,5,3,0,1,6,50.36,7807,7807,-1,0
2268880,300,3,15,12,0,0,1,3,98.67,120135,637,-1,0
2270043,110,23,25,7,0,0,0,18,51.68,14688,14688,-1,0
2270169,123,7,17,10,2,5,4,7,56.41,4131,4131,-1,7
2270257,117,0,15,10,1,0,1,5,62.13,25002,25002,-1,0
2270471,175,1,35,22,1,11,3,13,38.38,27717,27717,-1,7
2270701,105,1,10,7,0,2,3,3,41.2,8695,8695,-1,7
2271443,335,3,23,11,3,0,3,12,87.74,41336,41336,-1,0
2274639,175,150,2,2,0,0,0,0,162.5,0,0,-1,0
2274645,273,5,16,12,1,2,2,4,61.0,10207,10207,-1,7
2274942,111,1,31,9,7,1,8,22,28.74,10125,10125,-1,0
2275257,28,0,6,5,1,0,5,1,9.83,0,0,-1,0
2275312,27,5,10,8,2,0,4,2,13.8,12537,12537,-1,1
2275375,397,2,4,4,0,0,1,0,129.5,2231,2231,-1,0
2278439,389,8,16,10,1,0,4,6,86.0,11739,11739,-1,0
2278994,118,9,7,5,1,0,1,2,52.57,11520,11520,-1,0
2280230,81,11,6,6,0,0,1,0,30.33,13818,13818,-1,0
2282864,122,1,18,15,0,10,2,3,51.94,2621,2621,-1,7
2284981,172,2,11,7,0,0,2,4,89.82,10414,10414,-1,0
2288010,128,7,3,2,0,0,1,1,55.0,490,490,-1,0
2289569,94,12,10,6,0,1,0,4,42.8,11154,11154,-1,0
2290522,139,23,25,7,0,0,0,18,59.72,49173,49173,-1,0
2291436,87,4,12,9,1,3,2,3,46.67,20697,20697,-1,7
2292877,382,10,16,11,0,6,1,5,82.56,168712,16751,-1,7
2293245,307,16,18,5,1,2,0,13,109.5,5802,5802,-1,7
2293397,260,2,43,19,5,0,7,24,54.4,205156,36202,-1,0
2295186,103,2,6,5,1,0,2,1,29.5,144370,19542,-1,0
2295299,147,2,22,12,0,0,2,10,56.32,73831,19852,-1,0
2296343,127,2,35,15,3,0,9,20,41.29,12021,12021,-1,0
2296981,266,22,15,7,2,0,0,8,98.4,3197,3197,-1,0
2297328,171,4,15,9,2,0,2,6,70.67,15704,15704,-1,0
2297748,13,7,4,4,0,0,3,0,9.0,3297,3297,-1,0
2299358,227,12,12,9,2,0,0,3,80.42,252226,12747,-1,0
2302046,161,3,16,10,0,0,2,6,67.69,15159,15159,-1,0
2302473,19,3,3,2,1,0,2,1,11.0,0,0,-1,0
2303399,151,3,18,11,0,8,1,7,55.61,4454,4454,-1,7
2303914,78,3,5,4,0,0,2,1,46.6,2448,2448,-1,0
2304534,112,4,16,7,0,5,1,9,49.81,3635,3635,-1,7
2305436,160,6,35,18,4,0,6,17,43.49,38026,38026,-1,0
2305440,92,2,16,9,2,1,9,7,22.31,9504,9504,-1,7
2305675,89,89,1,1,0,0,0,0,89.0,0,0,-1,0
2306089,19,12,2,2,0,0,0,0,15.5,0,0,-1,0
2308342,169,0,21,12,4,1,6,9,49.0,10294,10294,-1,7
2308563,148,9,10,8,2,2,1,2,47.6,17470,17470,-1,7
2309131,323,3,16,8,1,0,3,8,72.81,20360,20360,-1,0
2309377,143,0,13,8,5,0,5,5,32.46,28449,28449,-1,0
2309648,155,8,13,12,1,0,3,1,35.69,101906,36414,-1,0
2309890,357,8,20,12,0,0,2,8,86.75,163439,28836,-1,0
2310911,77,3,7,5,1,0,1,2,34.29,1628,1628,-1,0
2312638,205,9,16,10,1,0,1,6,116.06,50808,19040,-1,0
2312663,46,4,12,8,4,0,6,4,15.17,249,249,-1,0
2313063,62,9,9,5,1,0,2,4,25.22,133,133,-1,0
2313630,230,3,27,11,2,9,4,16,53.3,3920,3920,-1,7
2314531,100,5,11,7,1,3,2,4,41.27,1633,1633,-1,7
2316085,110,5,25,8,5,4,6,17,28.48,3499,3499,-1,7
2317301,108,10,12,9,1,0,1,3,60.5,21803,21803,-1,0
2317749,75,19,16,12,0,9,0,4,43.06,5075,5075,-1,7
2320678,-1,-1,0,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1
2321480,125,2,24,18,5,2,12,6,25.42,11274,11274,-1,7
2322280,164,21,23,6,0,3,0,17,50.09,8967,8967,-1,7
2324086,50,2,21,12,3,4,4,9,24.45,21923,21923,-1,7
2326140,86,1,14,9,0,0,4,5,40.29,5069,5069,-1,0
2326586,226,10,10,9,0,1,1,1,102.8,157458,537,-1,7
2328192,292,1,17,8,1,8,5,9,83.12,3264,3264,-1,7
2329280,101,0,36,28,1,3,11,8,37.08,10511,10511,-1,7
2329335,157,4,24,17,1,7,10,7,44.58,52869,52869,-1,7
2330399,73,5,5,4,0,1,1,1,35.6,1061,1061,-1,0
2330712,130,8,24,14,4,0,2,10,53.58,53417,53417,-1,0
2331158,179,1,20,11,2,0,3,9,63.85,834909,134550,-1,0
2331186,211,0,18,7,1,2,2,11,69.78,4665,4665,-1,7
2335048,165,4,14,8,2,0,2,6,49.21,18796,18796,-1,0
2335875,153,24,12,6,1,7,0,6,67.5,5863,5863,-1,7
2336857,120,8,23,8,4,6,2,15,31.87,5864,5864,-1,7
2336878,153,3,69,19,7,6,11,50,41.94,17498,17498,-1,7
2337469,97,0,34,19,1,5,6,15,45.29,17097,17097,-1,7
2338542,160,1,17,10,2,0,2,7,82.0,13085,13085,-1,0
2339739,235,11,14,10,0,0,1,4,53.79,131267,45725,-1,0
2340608,104,9,29,14,2,0,2,15,52.14,495787,78408,-1,0
2340617,176,7,15,10,0,4,3,5,61.8,117092,27802,-1,7
2340804,139,0,17,10,1,4,6,7,43.65,2224,2224,-1,7
